TransactionAmount,TransactionDate,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,AgeGroup,Target
362.68,108,0,24,0,63.0,2,137.0,1.0,2040.77,8,60+,2
73.23,1152,1,37,1,20.0,3,172.0,1.0,1309.85,359,18-30,0
654.49,2172,0,2,2,25.0,3,104.0,1.0,164.61,137,18-30,0
18.56,748,0,22,1,49.0,1,161.0,1.0,4230.37,78,40-50,2
389.05,45,1,9,0,27.0,3,41.0,1.0,761.0,305,18-30,0
7.38,522,1,15,2,67.0,2,112.0,1.0,2923.83,236,60+,2
109.48,1168,1,3,2,45.0,2,93.0,1.0,7372.47,64,40-50,1
66.91,196,1,39,0,39.0,0,85.0,1.0,871.1,237,30-40,0
335.48,432,1,28,1,45.0,1,155.0,1.0,3023.16,23,40-50,2
38.14,2460,1,0,2,19.0,3,174.0,1.0,1119.21,217,18-30,0
1076.98,2405,1,11,1,60.0,0,173.0,1.0,11833.73,191,50-60,1
360.02,258,1,9,2,68.0,2,68.0,1.0,6400.59,151,60+,2
567.71,243,1,22,2,63.0,0,80.0,1.0,13884.24,257,60+,1
218.19,942,1,2,0,19.0,3,185.0,1.0,620.83,245,18-30,0
209.99,1667,1,10,0,19.0,3,40.0,1.0,1938.01,316,18-30,0
11.02,2120,1,40,1,19.0,3,280.0,1.0,964.79,34,18-30,0
83.43,981,1,27,2,56.0,2,109.0,1.0,1870.16,317,50-60,2
344.97,549,1,2,2,34.0,0,106.0,1.0,5577.94,197,30-40,0
172.29,190,1,12,0,36.0,1,283.0,1.0,8700.8,140,30-40,1
195.54,1286,1,29,2,60.0,2,255.0,1.0,2794.66,159,50-60,2
101.23,1416,1,7,2,45.0,1,87.0,1.0,6169.71,20,40-50,1
180.46,498,1,14,0,25.0,3,34.0,1.0,831.75,300,18-30,0
692.55,466,1,5,1,53.0,2,109.0,1.0,2451.56,354,50-60,2
147.31,1071,0,23,2,34.0,0,92.0,1.0,13625.52,96,30-40,1
107.48,247,1,20,1,20.0,3,103.0,1.0,1379.39,344,18-30,0
1831.02,1719,0,8,2,62.0,0,83.0,1.0,11498.01,269,60+,1
81.51,1455,1,42,1,25.0,3,97.0,1.0,865.49,53,18-30,0
365.48,937,0,39,2,76.0,2,216.0,1.0,7147.4,255,60+,2
491.1,1007,0,15,2,35.0,1,125.0,1.0,7833.85,70,30-40,1
452.8,2209,1,20,1,80.0,2,151.0,1.0,4840.67,72,60+,2
645.04,2416,1,22,1,70.0,2,78.0,1.0,7361.47,67,60+,2
169.28,591,1,30,1,45.0,0,114.0,1.0,5128.44,331,40-50,2
88.42,1956,1,12,0,62.0,0,91.0,1.0,12381.45,173,60+,1
155.53,571,1,3,0,29.0,1,66.0,1.0,4008.05,134,18-30,0
991.82,2284,1,25,2,43.0,1,300.0,1.0,3493.13,229,40-50,0
39.24,2138,1,9,0,77.0,2,106.0,1.0,6462.41,295,60+,2
152.01,369,1,13,0,42.0,1,111.0,3.0,4625.12,291,40-50,2
78.77,839,0,19,0,48.0,1,50.0,1.0,6470.57,19,40-50,1
26.5,249,1,16,2,48.0,1,179.0,1.0,4854.83,62,40-50,2
83.62,1146,1,33,0,48.0,0,146.0,1.0,12652.22,343,40-50,1
142.78,840,1,36,1,68.0,0,150.0,1.0,11705.88,359,60+,1
55.99,2117,1,12,0,35.0,0,95.0,1.0,932.61,58,30-40,0
774.48,450,1,21,1,61.0,0,31.0,1.0,11613.58,131,60+,1
105.37,859,1,34,0,25.0,3,160.0,1.0,1068.55,202,18-30,0
118.83,1157,1,41,2,28.0,3,295.0,1.0,1616.3,126,18-30,0
46.22,2121,1,38,1,23.0,3,217.0,1.0,471.28,157,18-30,0
659.71,816,0,38,1,21.0,3,148.0,1.0,106.86,190,18-30,0
377.97,2158,1,24,2,72.0,2,160.0,1.0,2457.1,281,60+,2
114.1,934,1,4,1,69.0,2,148.0,1.0,5882.12,296,60+,2
11.3,2272,0,21,2,55.0,2,41.0,1.0,1938.99,183,50-60,2
95.5,917,1,29,2,57.0,2,17.0,1.0,4079.09,117,50-60,2
130.93,250,0,15,1,28.0,1,149.0,1.0,860.12,295,18-30,0
272.97,717,1,4,2,68.0,2,174.0,1.0,7811.31,275,60+,2
73.35,500,1,37,1,24.0,3,47.0,1.0,1181.84,215,18-30,0
29.94,1911,1,37,0,58.0,0,243.0,1.0,10915.54,338,50-60,1
307.24,2058,1,38,0,19.0,3,136.0,2.0,1670.72,208,18-30,0
50.52,1921,1,4,2,20.0,3,140.0,1.0,1121.19,0,18-30,0
820.46,624,0,13,2,53.0,1,243.0,1.0,5621.86,241,50-60,2
153.07,638,1,11,0,56.0,1,116.0,1.0,8873.43,343,50-60,1
52.94,1074,1,40,1,41.0,0,146.0,1.0,6990.92,285,40-50,1
384.41,710,1,17,0,60.0,1,65.0,1.0,7831.56,231,50-60,2
235.42,1263,1,31,1,51.0,2,175.0,1.0,6173.23,283,50-60,2
114.23,1038,1,9,0,56.0,0,64.0,1.0,9523.72,13,50-60,1
12.62,819,1,12,1,33.0,0,61.0,1.0,6420.47,161,30-40,1
997.37,2420,1,13,0,23.0,3,145.0,1.0,1146.09,61,18-30,0
373.52,1781,1,7,0,35.0,1,235.0,1.0,6430.41,293,30-40,1
336.05,750,1,35,1,28.0,3,164.0,1.0,1635.05,350,18-30,0
366.93,2352,1,15,2,66.0,2,33.0,1.0,6697.79,310,60+,2
112.27,1970,1,39,1,58.0,0,102.0,1.0,7369.89,300,50-60,2
494.96,612,1,34,0,40.0,1,132.0,1.0,6903.68,132,30-40,1
561.58,1154,1,34,2,65.0,0,23.0,1.0,11748.86,10,60+,1
440.94,1708,1,35,2,42.0,0,148.0,1.0,7303.23,299,40-50,1
71.9,333,1,20,1,29.0,0,51.0,1.0,10619.35,344,18-30,1
256.66,1292,0,33,2,54.0,2,137.0,1.0,1794.5,33,50-60,2
166.55,1280,0,15,1,59.0,0,99.0,1.0,12970.21,194,50-60,1
276.26,286,1,21,1,56.0,0,143.0,1.0,120.89,324,50-60,2
35.46,1301,1,16,0,67.0,0,164.0,1.0,5692.31,230,60+,2
38.14,655,1,32,1,50.0,1,165.0,1.0,9879.87,54,40-50,1
506.26,2388,0,3,0,64.0,2,86.0,1.0,6266.65,330,60+,2
736.32,685,1,16,2,31.0,0,28.0,1.0,14268.95,241,30-40,1
389.43,2242,0,2,0,52.0,1,151.0,1.0,6449.83,274,50-60,2
25.58,2149,1,29,0,60.0,1,166.0,1.0,6741.41,7,50-60,2
446.1,1750,1,39,0,25.0,3,243.0,1.0,1008.44,128,18-30,0
147.74,1647,1,33,1,23.0,3,15.0,1.0,1711.78,355,18-30,0
1228.81,334,1,37,0,26.0,3,254.0,1.0,1821.0,163,18-30,0
46.23,973,1,14,2,77.0,2,282.0,1.0,5107.75,204,60+,2
265.37,962,1,42,1,33.0,1,77.0,1.0,5229.95,178,30-40,0
342.57,217,1,4,2,20.0,3,91.0,1.0,339.16,209,18-30,0
417.26,401,0,27,2,32.0,0,45.0,1.0,10442.48,330,30-40,1
33.63,2066,1,8,2,63.0,2,76.0,1.0,4324.4,269,60+,2
64.58,2298,1,12,1,55.0,2,173.0,1.0,6292.29,304,50-60,2
23.23,729,0,24,1,21.0,3,122.0,1.0,269.01,212,18-30,0
211.36,1421,0,17,0,78.0,2,112.0,1.0,4734.110000000001,97,60+,2
278.88,1824,1,18,1,64.0,0,179.0,2.0,1334.09,202,60+,2
285.49,1480,0,5,1,53.0,0,109.0,1.0,6366.84,351,50-60,2
71.87,109,1,26,0,22.0,3,258.0,1.0,1839.1,344,18-30,0
308.8,2448,1,3,0,53.0,2,41.0,1.0,3966.54,217,50-60,2
135.35,1375,1,15,1,45.0,1,82.0,1.0,9983.36,62,40-50,1
288.43,830,1,31,1,66.0,2,72.0,1.0,4577.09,158,60+,2
147.46,1903,0,0,2,65.0,0,205.0,1.0,7458.03,308,60+,2
214.15,2033,1,13,1,32.0,1,217.0,1.0,6397.29,276,30-40,1
71.34,1574,1,24,2,49.0,1,144.0,3.0,6345.03,201,40-50,2
170.36,581,1,16,0,30.0,0,118.0,1.0,6034.73,182,18-30,0
965.66,2384,1,33,0,53.0,1,32.0,1.0,765.81,156,50-60,2
736.53,852,1,30,0,55.0,1,120.0,1.0,9826.26,196,50-60,1
213.42,1368,1,8,0,45.0,1,17.0,1.0,3736.38,303,40-50,2
94.09,1695,1,24,1,27.0,3,203.0,1.0,646.85,247,18-30,0
91.23,863,1,4,0,72.0,2,86.0,1.0,6385.12,127,60+,2
263.92,1362,0,36,1,57.0,2,233.0,1.0,4161.71,260,50-60,2
77.5,944,0,13,2,51.0,0,201.0,1.0,11079.77,113,50-60,1
3.65,289,1,24,2,69.0,0,146.0,1.0,10017.11,278,60+,1
43.88,2129,0,39,2,26.0,3,251.0,1.0,1644.09,119,18-30,0
211.36,773,1,12,0,28.0,3,132.0,1.0,387.65,82,18-30,0
224.79,1547,1,4,2,18.0,3,129.0,1.0,528.38,243,<18,0
64.3,1638,1,21,0,55.0,2,67.0,1.0,7530.3,335,50-60,2
111.79,2450,1,17,2,62.0,0,49.0,1.0,10887.59,311,60+,1
927.16,543,1,37,0,59.0,2,153.0,1.0,7104.61,238,50-60,2
613.7,365,0,13,1,61.0,2,37.0,1.0,7307.11,270,60+,2
26.07,532,1,3,1,20.0,3,19.0,3.0,349.98,234,18-30,0
170.45,37,1,37,1,60.0,1,199.0,1.0,2284.41,175,50-60,2
344.27,1748,1,35,1,22.0,3,123.0,1.0,1918.36,195,18-30,0
872.72,744,1,42,2,22.0,3,288.0,1.0,503.01,266,18-30,0
292.95,312,1,22,1,37.0,1,56.0,1.0,1216.91,290,30-40,0
28.44,1615,1,14,0,18.0,3,243.0,1.0,1071.04,161,<18,0
209.02,444,1,12,0,21.0,3,74.0,1.0,187.9,296,18-30,0
20.05,2259,1,6,0,72.0,2,171.0,1.0,7145.67,98,60+,2
175.02,662,1,31,2,28.0,3,71.0,1.0,1493.88,179,18-30,0
89.5,1527,0,21,1,41.0,1,134.0,1.0,8658.95,159,40-50,1
69.96,1936,1,3,1,28.0,3,31.0,1.0,164.12,111,18-30,0
146.51,165,1,0,0,53.0,1,112.0,1.0,7089.9,256,50-60,2
376.78,1493,0,26,2,21.0,3,88.0,1.0,841.65,87,18-30,0
148.54,2413,0,8,1,71.0,2,107.0,1.0,5677.05,329,60+,2
388.77,2345,0,17,2,26.0,3,30.0,1.0,1658.49,282,18-30,0
100.38,2241,1,39,1,63.0,0,49.0,1.0,10171.68,176,60+,1
137.23,657,1,14,1,64.0,0,63.0,1.0,13847.99,139,60+,1
870.3,1593,1,38,0,51.0,2,229.0,1.0,3688.98,152,50-60,2
458.94,1306,1,11,1,52.0,1,180.0,1.0,5619.95,133,50-60,2
327.35,1800,0,22,1,20.0,3,175.0,1.0,342.08,296,18-30,0
757.15,116,1,33,2,53.0,1,38.0,1.0,4702.86,104,50-60,2
5.64,472,1,4,2,45.0,0,47.0,1.0,12703.24,287,40-50,1
47.23,1409,0,22,2,73.0,2,160.0,1.0,6659.81,284,60+,2
239.41,2054,0,13,2,42.0,0,248.0,1.0,7860.65,57,40-50,1
7.48,1205,1,35,0,55.0,1,29.0,1.0,4734.110000000001,358,50-60,2
170.97,786,1,26,1,26.0,3,292.0,1.0,1265.27,89,18-30,0
262.43,1082,0,36,2,37.0,0,274.0,5.0,12841.01,84,30-40,1
659.15,200,1,4,0,22.0,3,204.0,1.0,1241.59,2,18-30,0
31.53,2404,1,18,2,25.0,3,283.0,1.0,874.93,11,18-30,0
111.66,1039,0,13,2,48.0,1,140.0,1.0,5716.72,74,40-50,2
250.01,2073,1,18,0,62.0,2,88.0,1.0,1541.48,347,60+,2
554.15,718,1,33,0,49.0,0,108.0,1.0,14817.22,348,40-50,1
598.66,74,1,5,1,32.0,1,222.0,1.0,2587.11,318,30-40,0
28.38,898,1,34,1,55.0,0,98.0,1.0,173.7,154,50-60,2
16.8,2235,1,36,0,49.0,0,94.0,1.0,11847.07,209,40-50,1
896.79,2077,1,9,2,33.0,0,168.0,1.0,11146.74,23,30-40,1
159.0,463,1,19,0,49.0,1,38.0,1.0,369.79,133,40-50,2
56.31,1814,0,15,2,75.0,2,195.0,1.0,6396.08,110,60+,2
203.99,137,1,30,2,52.0,2,215.0,1.0,4840.31,210,50-60,2
50.99,2043,1,11,1,29.0,0,76.0,1.0,1334.6,218,18-30,0
101.28,1555,0,6,2,32.0,1,75.0,1.0,2774.35,22,30-40,0
299.92,1883,1,10,0,27.0,3,122.0,1.0,1368.0,157,18-30,0
77.54,205,1,31,2,67.0,2,73.0,1.0,4536.38,240,60+,2
18.35,1732,1,26,1,21.0,3,78.0,1.0,1293.39,224,18-30,0
732.53,924,0,38,0,26.0,3,116.0,1.0,441.54,351,18-30,0
65.11,1665,1,26,0,34.0,1,150.0,1.0,8485.14,153,30-40,1
67.07,1013,0,20,0,24.0,3,56.0,1.0,999.62,251,18-30,0
137.48,2239,1,39,1,55.0,0,47.0,1.0,14273.42,144,50-60,1
398.36,1179,1,8,0,22.0,3,56.0,1.0,1863.7,166,18-30,0
469.46,2098,1,27,0,20.0,3,149.0,1.0,8640.56,216,18-30,1
37.58,716,1,16,0,57.0,0,182.0,1.0,259.44,351,50-60,2
160.24,1444,1,42,0,31.0,1,15.0,1.0,5526.97,165,30-40,0
315.39,959,0,27,1,23.0,3,93.0,1.0,929.6,106,18-30,0
434.17,35,1,1,0,21.0,3,148.0,5.0,5335.44,208,18-30,0
165.91,526,1,17,0,26.0,3,84.0,1.0,587.12,180,18-30,0
211.36,1714,1,37,1,47.0,1,194.0,1.0,4760.34,301,40-50,2
241.45,1327,1,32,2,26.0,3,158.0,1.0,1594.04,140,18-30,0
23.24,690,1,16,1,68.0,0,129.0,1.0,13777.79,272,60+,1
70.88,2285,0,29,1,74.0,2,176.0,1.0,1794.65,4,60+,2
1143.67,2472,1,1,2,66.0,2,111.0,1.0,7677.76,258,60+,2
314.52,547,1,22,0,80.0,2,229.0,1.0,7071.32,22,60+,2
181.81,965,0,2,2,78.0,2,122.0,1.0,7525.73,162,60+,2
854.64,2095,1,13,1,56.0,2,118.0,1.0,2989.25,152,50-60,2
261.19,86,1,28,0,64.0,2,52.0,1.0,7620.6,206,60+,2
220.68,1881,0,33,2,71.0,2,217.0,1.0,5549.2,43,60+,2
11.86,1646,1,34,1,31.0,1,129.0,1.0,6782.61,150,30-40,1
122.65,1515,1,8,2,28.0,3,41.0,1.0,1968.51,35,18-30,0
395.16,1329,1,25,2,56.0,2,17.0,1.0,5340.73,292,50-60,2
704.69,1302,1,19,2,51.0,2,150.0,1.0,3267.84,268,50-60,2
369.89,1958,1,35,0,69.0,2,69.0,1.0,6941.47,304,60+,2
10.92,1978,1,17,0,67.0,2,268.0,1.0,7567.2,126,60+,2
199.14,1403,1,39,1,31.0,1,36.0,1.0,7001.25,269,30-40,1
109.43,81,1,10,1,70.0,2,140.0,1.0,1983.65,207,60+,2
304.15,2246,1,1,1,20.0,3,40.0,1.0,686.91,235,18-30,0
620.54,575,0,29,1,28.0,3,98.0,1.0,213.36,64,18-30,0
757.79,7,1,5,2,22.0,3,117.0,1.0,1443.02,125,18-30,0
122.81,2001,1,38,1,52.0,0,12.0,1.0,8450.84,195,50-60,1
96.25,1363,1,15,2,61.0,2,171.0,1.0,7996.7,14,60+,2
1431.33,121,1,5,0,30.0,0,49.0,1.0,5567.98,176,18-30,0
142.55,888,1,18,2,67.0,0,97.0,1.0,1262.68,64,60+,2
35.94,825,0,14,1,23.0,3,141.0,1.0,1697.28,182,18-30,0
24.86,282,1,17,1,58.0,1,292.0,1.0,2591.65,341,50-60,2
103.08,2133,1,37,2,60.0,0,109.0,1.0,12002.16,236,50-60,1
116.27,2253,1,32,2,57.0,1,94.0,1.0,8726.92,326,50-60,1
363.84,1971,1,8,2,73.0,2,118.0,3.0,5415.64,195,60+,2
34.74,772,0,32,2,45.0,2,72.0,1.0,3736.57,351,40-50,2
64.01,2039,0,30,1,19.0,3,240.0,1.0,1225.69,0,18-30,0
108.75,1947,1,15,0,50.0,0,23.0,4.0,14829.85,236,40-50,1
50.9,741,0,17,2,28.0,3,150.0,1.0,1277.7,14,18-30,0
206.84,1709,1,30,1,20.0,3,154.0,1.0,454.66,267,18-30,0
37.4,2472,1,33,0,20.0,3,84.0,1.0,1519.51,345,18-30,0
154.21,2,1,24,2,46.0,1,75.0,1.0,8045.77,251,40-50,1
199.37,1194,1,6,2,24.0,3,79.0,1.0,1331.3,142,18-30,0
410.49,1345,0,1,1,25.0,3,112.0,1.0,1843.57,255,18-30,0
1360.01,1789,0,31,1,67.0,2,218.0,1.0,6601.5,335,60+,2
18.23,563,1,26,0,56.0,1,28.0,1.0,8422.2,297,50-60,1
398.7,1575,1,0,0,47.0,0,276.0,1.0,7987.74,162,40-50,1
122.14,332,1,29,2,22.0,3,112.0,1.0,327.68,102,18-30,0
378.2,63,1,23,1,40.0,1,167.0,1.0,7372.81,279,30-40,1
124.74,2229,1,20,0,49.0,1,33.0,1.0,2987.97,115,40-50,2
17.1,2428,1,0,0,53.0,2,101.0,1.0,1619.54,282,50-60,2
287.05,695,1,25,0,22.0,3,212.0,1.0,1204.65,276,18-30,0
874.72,442,1,37,2,28.0,1,173.0,1.0,4630.58,115,18-30,0
1762.28,1859,1,22,0,24.0,3,150.0,1.0,1380.34,259,18-30,0
40.12,727,0,9,0,36.0,0,269.0,1.0,14304.38,257,30-40,1
125.0,1010,0,16,2,49.0,1,177.0,1.0,3215.76,313,40-50,2
348.44,2086,1,3,2,24.0,3,147.0,1.0,1022.94,213,18-30,0
128.4,546,1,40,0,69.0,2,31.0,1.0,2610.64,321,60+,2
320.93,1141,1,1,2,55.0,1,178.0,1.0,9451.66,245,50-60,1
1.41,1034,1,34,0,53.0,2,278.0,1.0,1244.17,341,50-60,2
50.52,648,1,20,1,54.0,0,293.0,1.0,12815.24,36,50-60,1
383.95,1761,0,36,2,31.0,1,143.0,1.0,9933.56,93,30-40,1
12.94,1587,1,14,1,23.0,3,158.0,1.0,921.23,250,18-30,0
329.75,2438,1,34,2,56.0,2,211.0,1.0,6009.43,215,50-60,2
981.76,1782,1,25,2,45.0,0,234.0,1.0,602.36,23,40-50,0
40.79,2157,1,25,0,18.0,3,80.0,1.0,1769.33,306,<18,0
99.25,1165,0,31,2,63.0,2,93.0,1.0,2570.34,71,60+,2
150.6,714,1,24,0,69.0,2,59.0,1.0,3240.14,68,60+,2
29.5,1319,1,35,2,73.0,2,129.0,1.0,1229.32,188,60+,2
54.34,2444,1,0,0,65.0,0,46.0,1.0,8019.89,324,60+,2
18.25,1511,1,18,0,53.0,0,18.0,1.0,14328.29,141,50-60,1
633.87,2325,1,18,2,27.0,3,175.0,1.0,330.16,216,18-30,0
81.15,320,1,24,0,19.0,3,114.0,1.0,1595.26,165,18-30,0
83.95,1085,1,27,2,75.0,2,170.0,1.0,7413.18,15,60+,2
410.4,901,0,41,0,61.0,2,78.0,1.0,2563.91,192,60+,2
172.68,329,1,3,0,33.0,0,17.0,1.0,10724.95,87,30-40,1
139.88,141,1,7,0,34.0,1,162.0,1.0,2969.71,63,30-40,0
165.55,1837,1,9,1,28.0,3,115.0,1.0,761.78,153,18-30,0
53.79,2303,0,30,0,54.0,1,137.0,3.0,6229.36,85,50-60,2
285.69,2315,1,24,0,63.0,2,35.0,1.0,2552.54,97,60+,2
532.4,1557,1,17,0,22.0,3,149.0,1.0,1033.73,205,18-30,0
293.85,1457,1,5,2,25.0,3,144.0,1.0,1919.97,189,18-30,0
27.94,2070,1,1,1,79.0,2,120.0,1.0,1893.44,128,60+,2
270.36,443,1,28,0,25.0,3,37.0,1.0,1783.04,89,18-30,0
112.66,1729,1,30,2,29.0,1,176.0,3.0,852.98,96,18-30,0
506.03,1268,1,11,1,21.0,3,21.0,1.0,1123.89,184,18-30,0
206.95,1405,1,39,1,22.0,3,31.0,1.0,1817.65,74,18-30,0
350.96,1042,1,40,0,63.0,2,167.0,1.0,5463.94,101,60+,2
261.63,976,1,6,1,20.0,3,150.0,1.0,477.03,191,18-30,0
46.12,1018,1,14,1,59.0,0,30.0,1.0,8874.01,130,50-60,1
27.25,538,0,18,1,63.0,2,92.0,1.0,5365.2,186,60+,2
1353.93,2144,1,12,1,26.0,1,171.0,1.0,7858.41,148,18-30,1
331.66,1692,1,19,0,76.0,2,145.0,1.0,7216.3,121,60+,2
667.95,1369,0,28,0,62.0,0,253.0,1.0,13558.56,117,60+,1
49.84,1909,1,6,0,49.0,0,146.0,1.0,7872.04,54,40-50,1
556.04,1252,1,10,0,72.0,2,27.0,1.0,5200.04,76,60+,2
88.06,2022,0,33,2,18.0,3,288.0,1.0,1779.85,161,<18,0
745.95,2372,1,22,0,58.0,0,127.0,1.0,13264.14,0,50-60,1
67.25,1203,1,24,2,19.0,3,157.0,1.0,467.4,314,18-30,0
93.63,1542,1,27,0,29.0,1,141.0,1.0,9873.62,215,18-30,1
74.11,1299,1,38,1,22.0,3,49.0,1.0,1257.9,160,18-30,0
41.13,588,0,30,1,77.0,2,58.0,1.0,6067.54,221,60+,2
192.02,2392,0,16,2,79.0,2,154.0,1.0,5169.07,160,60+,2
291.27,1123,1,11,1,77.0,2,121.0,1.0,6878.86,234,60+,2
296.46,2101,1,9,1,23.0,3,136.0,1.0,558.99,117,18-30,0
341.84,1150,0,12,1,27.0,3,89.0,1.0,1400.04,80,18-30,0
98.41,1070,1,34,2,27.0,3,48.0,1.0,912.71,143,18-30,0
109.28,1055,1,36,2,36.0,1,112.0,4.0,6338.35,59,30-40,1
27.51,1762,0,8,2,40.0,0,103.0,1.0,13645.63,5,30-40,1
12.18,734,1,27,1,76.0,2,77.0,1.0,4909.24,75,60+,2
207.71,2152,0,18,2,25.0,3,63.0,1.0,570.1,272,18-30,0
25.77,1294,0,36,2,45.0,0,277.0,1.0,11749.77,251,40-50,1
127.57,405,1,26,0,52.0,2,75.0,1.0,6118.2,262,50-60,2
392.05,1114,1,10,0,60.0,1,172.0,1.0,4383.69,3,50-60,2
521.01,1912,0,39,1,41.0,1,73.0,1.0,4004.55,45,40-50,0
849.76,1509,1,39,0,25.0,3,269.0,1.0,373.88,88,18-30,0
172.5,2134,1,8,2,68.0,0,31.0,1.0,6851.16,291,60+,2
265.44,113,1,35,0,30.0,1,169.0,1.0,9700.77,196,18-30,1
152.34,1905,1,29,1,55.0,0,115.0,1.0,6853.51,109,50-60,2
21.13,755,1,9,1,28.0,3,153.0,1.0,948.7,235,18-30,0
111.55,2456,1,10,0,46.0,0,101.0,1.0,12221.17,107,40-50,1
321.82,1282,0,33,1,32.0,1,43.0,1.0,6500.5,120,30-40,1
1294.81,2344,0,42,1,45.0,1,279.0,1.0,9927.75,321,40-50,1
148.77,609,1,38,1,67.0,2,175.0,1.0,2138.42,328,60+,2
14.08,242,1,13,1,57.0,2,154.0,1.0,3908.65,125,50-60,2
1283.97,1451,1,7,0,45.0,0,121.0,1.0,11041.9,90,40-50,1
566.33,1427,0,5,0,24.0,3,66.0,1.0,379.82,56,18-30,0
206.51,2382,1,16,0,51.0,2,275.0,1.0,3921.74,60,50-60,2
180.94,1334,1,33,1,75.0,2,57.0,1.0,7659.99,252,60+,2
77.9,2441,1,42,1,21.0,3,128.0,1.0,664.72,139,18-30,0
318.92,914,0,42,1,21.0,3,60.0,1.0,1167.25,161,18-30,0
583.3,215,0,26,2,59.0,1,142.0,1.0,5896.01,294,50-60,2
100.68,84,1,22,2,63.0,2,139.0,1.0,1123.75,347,60+,2
589.64,1764,1,5,2,62.0,2,210.0,1.0,2039.4,330,60+,2
225.93,510,0,29,1,25.0,3,199.0,1.0,1864.27,137,18-30,0
651.55,487,1,31,2,72.0,2,82.0,1.0,2325.78,205,60+,2
80.97,68,1,39,2,38.0,0,157.0,1.0,5926.31,164,30-40,1
191.89,1177,1,35,1,25.0,3,14.0,1.0,399.57,213,18-30,0
304.75,389,0,2,1,78.0,2,125.0,1.0,1916.34,39,60+,2
201.53,2074,1,40,2,68.0,2,287.0,1.0,2732.86,358,60+,2
8.45,269,1,30,0,22.0,3,141.0,1.0,1115.3,85,18-30,0
435.98,1899,1,23,1,30.0,1,105.0,1.0,7334.08,282,18-30,1
743.24,1240,0,16,2,19.0,3,109.0,1.0,1024.19,144,18-30,0
16.27,291,1,1,0,57.0,0,44.0,1.0,10971.32,162,50-60,1
290.86,1020,1,21,2,45.0,0,36.0,1.0,14631.88,262,40-50,1
85.73,422,1,41,0,41.0,0,266.0,1.0,14928.35,135,40-50,1
555.71,153,0,4,1,22.0,3,73.0,1.0,830.37,122,18-30,0
40.03,65,1,29,1,23.0,3,200.0,1.0,6408.8,345,18-30,0
73.01,1962,0,25,2,25.0,3,62.0,1.0,1997.33,230,18-30,0
346.12,2469,1,37,1,44.0,0,12.0,1.0,13084.27,277,40-50,1
1.93,1972,1,6,1,47.0,0,175.0,5.0,5684.09,131,40-50,2
252.93,221,1,32,0,75.0,2,222.0,1.0,2760.37,91,60+,2
238.54,654,1,16,0,19.0,3,12.0,4.0,868.91,56,18-30,0
1011.22,1545,1,40,1,61.0,2,129.0,1.0,5838.91,217,60+,2
58.7,441,1,27,1,67.0,0,141.0,1.0,8937.35,50,60+,2
7.56,228,1,25,0,40.0,0,145.0,1.0,8528.72,57,30-40,1
540.4,360,1,15,1,45.0,0,272.0,1.0,425.77,30,40-50,0
264.14,1374,1,3,0,64.0,0,125.0,1.0,8459.26,59,60+,2
248.15,1094,1,25,0,75.0,2,202.0,1.0,2649.23,151,60+,2
24.34,2257,1,33,1,54.0,1,110.0,1.0,6659.12,181,50-60,2
428.61,51,1,13,0,66.0,0,62.0,1.0,11937.04,200,60+,1
117.66,1410,0,22,1,39.0,0,126.0,1.0,6794.17,93,30-40,1
165.8,813,1,26,2,60.0,1,287.0,1.0,2064.76,95,50-60,2
289.18,1598,1,3,0,65.0,2,64.0,1.0,3139.75,288,60+,2
125.39,1387,1,20,0,21.0,3,140.0,1.0,202.69,27,18-30,0
305.18,1022,1,6,2,58.0,2,216.0,1.0,4474.2,120,50-60,2
506.9,2055,0,15,1,64.0,0,56.0,1.0,11471.87,227,60+,1
504.12,699,0,3,1,25.0,3,101.0,1.0,1107.28,258,18-30,0
42.09,139,1,10,1,29.0,1,118.0,1.0,5526.28,28,18-30,0
607.28,146,1,3,0,32.0,0,84.0,1.0,9679.68,234,30-40,1
91.9,864,1,6,2,77.0,2,125.0,1.0,1033.94,265,60+,2
303.43,1025,1,41,1,22.0,3,30.0,1.0,1833.24,109,18-30,0
668.78,1994,1,23,0,20.0,3,141.0,1.0,983.68,170,18-30,0
270.54,637,0,34,0,20.0,3,139.0,1.0,269.78,200,18-30,0
247.93,1499,1,16,1,37.0,1,79.0,1.0,9801.48,182,30-40,1
34.67,759,1,6,2,19.0,3,71.0,1.0,888.6,315,18-30,0
326.03,842,0,27,2,18.0,3,137.0,1.0,290.24,323,<18,0
148.26,834,1,29,0,25.0,3,57.0,1.0,958.7,350,18-30,0
1086.6,932,1,36,2,19.0,3,38.0,1.0,1605.67,265,18-30,0
373.99,1985,1,34,0,60.0,0,140.0,1.0,8590.5,48,50-60,1
254.34,1713,1,12,2,49.0,1,112.0,1.0,5461.08,283,40-50,2
819.48,1856,1,41,0,25.0,3,26.0,1.0,1804.5,135,18-30,0
14.0,1655,1,35,0,49.0,1,173.0,1.0,7975.18,184,40-50,1
57.16,1099,1,8,0,40.0,1,74.0,1.0,222.22,144,30-40,0
282.26,1166,1,22,2,37.0,1,278.0,1.0,6857.2,118,30-40,1
46.96,1198,1,19,2,46.0,1,112.0,1.0,2028.92,0,40-50,2
